row_id,label,label_name,title_raw,title_clean,description_raw,description_clean
train_055766,0,World,Brazilian Soldier Wounded in Haiti Unrest,Brazilian Soldier Wounded in Haiti Unrest,"&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Joseph Guyler Delva&lt;/p&gt;&lt;p&gt; GONAIVES, Haiti (Reuters) - A Brazilian soldier with theU.N. peacekeeping force in Haiti was shot and wounded Saturdaywhen peacekeepers and local police faced gunfire in a crackdownon armed gangs in the Haitian capital.&lt;/p&gt;","By Joseph Guyler Delva GONAIVES, Haiti (Reuters) - A Brazilian soldier with theU.N. peacekeeping force in Haiti was shot and wounded Saturdaywhen peacekeepers and local police faced gunfire in a crackdownon armed gangs in the Haitian capital."
train_114477,0,World,Chinese official moved as Hu consolidates power,Chinese official moved as Hu consolidates power,China #39;s Communist Party chief Hu Jintao moved a close political ally out of a problem-plauged province on Monday and analysts say he will make more personnel changes as he continues to consolidate power.,China's Communist Party chief Hu Jintao moved a close political ally out of a problem-plauged province on Monday and analysts say he will make more personnel changes as he continues to consolidate power.
train_054482,0,World,British hostage killed in Iraq: TV,British hostage killed in Iraq: TV,"The British hostage held in Iraq by a militant group led by al-Qaida ally Abu Musab al-Zarqawi was killed Friday, pan-Arab Abu Dhabi TV reported.","The British hostage held in Iraq by a militant group led by al-Qaida ally Abu Musab al-Zarqawi was killed Friday, pan-Arab Abu Dhabi TV reported."
train_105308,0,World,Leading Cuban Dissident Writer Freed,Leading Cuban Dissident Writer Freed,"Cuba #39;s communist government freed dissident writer Raul Rivero from prison Tuesday, the latest in a series of releases apparently aimed at cleaning up the island #39;s human rights record.","Cuba's communist government freed dissident writer Raul Rivero from prison Tuesday, the latest in a series of releases apparently aimed at cleaning up the island's human rights record."
train_057636,0,World,"God Has 4,000 Loudspeakers; the State Holds Its Ears","God Has 4,000 Loudspeakers; the State Holds Its Ears",The Egyptian minister of religion decided that one official call to prayer would be broadcast live and carried by all of Cairo's mosques. Many of the faithful objected.,The Egyptian minister of religion decided that one official call to prayer would be broadcast live and carried by all of Cairo's mosques. Many of the faithful objected.
train_068639,0,World,US blames Islamic charities for funding Iraq attacks,US blames Islamic charities for funding Iraq attacks,"MARK COLVIN: In Baghdad, the family of the kidnapped head of CARE International have pleaded with the British Prime Minister to stop even speaking Margaret Hassan #39;s name.","MARK COLVIN: In Baghdad, the family of the kidnapped head of CARE International have pleaded with the British Prime Minister to stop even speaking Margaret Hassan's name."
train_015132,0,World,Al-Sadr Calls on Militia to End Uprising,Al-Sadr Calls on Militia to End Uprising,"BAGHDAD, Iraq - Rebel cleric Muqtada al-Sadr wants his followers to end their uprising against U.S. and Iraqi forces while he considers forming a political movement, senior al-Sadr officials said Monday...","BAGHDAD, Iraq - Rebel cleric Muqtada al-Sadr wants his followers to end their uprising against U.S. and Iraqi forces while he considers forming a political movement, senior al-Sadr officials said Monday..."
train_032113,0,World,Pope pleads for peace in Iraq,Pope pleads for peace in Iraq,"POPE John Paul today issued a new appeal for peace in Iraq and the Middle East, condemning the  quot;horror quot; of violence as well as  quot;the terrorism that cruelly targets the innocent quot;.","POPE John Paul today issued a new appeal for peace in Iraq and the Middle East, condemning the quot;horror quot; of violence as well as quot;the terrorism that cruelly targets the innocent quot;."
train_030909,0,World,Danes find a bridge to love (Chicago Tribune),Danes find a bridge to love (Chicago Tribune),"Chicago Tribune - The train is sleek and fast that each night carries Christina Reves away from her country and toward her husband. It races through Denmark's scattered marshes and clicks over a bridge and across the water, stopping 35 minutes later in Sweden.","Chicago Tribune - The train is sleek and fast that each night carries Christina Reves away from her country and toward her husband. It races through Denmark's scattered marshes and clicks over a bridge and across the water, stopping 35 minutes later in Sweden."
train_036005,0,World,The China Post,The China Post,President Chen Shui bian said yesterday he does not expect China to ease its military threat against the island after Chinese President Hu Jintao took over as the country #39;s top military chief.,President Chen Shui bian said yesterday he does not expect China to ease its military threat against the island after Chinese President Hu Jintao took over as the country's top military chief.
train_089470,0,World,Fears grow for Falluja civilians,Fears grow for Falluja civilians,"Iraqis trapped in the besieged rebel city of Falluja face a humanitarian disaster, aid agencies warn.","Iraqis trapped in the besieged rebel city of Falluja face a humanitarian disaster, aid agencies warn."
train_058113,0,World,Annan asks China to play a bigger role,Annan asks China to play a bigger role,UN Secretary-General Kofi Annan told university students in Beijing Monday that China should play a bigger role in global development and world peace.,UN Secretary-General Kofi Annan told university students in Beijing Monday that China should play a bigger role in global development and world peace.
train_014211,0,World,Bush Twins Host Pre-Convention Party (AP),Bush Twins Host Pre-Convention Party (AP),"AP - Barbara and Jenna Bush, the president's 22-year-old twin daughters, arrived like rock 'n' roll stars at a Republican convention party Sunday, complete with red carpet, cameras and paparazzi shouting for a smile.","AP - Barbara and Jenna Bush, the president's 22-year-old twin daughters, arrived like rock 'n' roll stars at a Republican convention party Sunday, complete with red carpet, cameras and paparazzi shouting for a smile."
train_084025,0,World,Thaksin vows  #39;iron fist #39; against rebels in south,Thaksin vows 'iron fist' against rebels in south,BANGKOK Prime Minister Thaksin Shinawatra headed to a Muslim-dominated part of southern Thailand on Sunday after promising to act aggressively against militants and illegal weapons they have used in deadly attacks there.,BANGKOK Prime Minister Thaksin Shinawatra headed to a Muslim-dominated part of southern Thailand on Sunday after promising to act aggressively against militants and illegal weapons they have used in deadly attacks there.
train_022900,0,World,HK legislative poll points to the future,HK legislative poll points to the future,"When the British ruled Hong Kong, as pro-Beijing politicians are fond of pointing out, the territory #39;s people had no direct influence over the way they were governed.","When the British ruled Hong Kong, as pro-Beijing politicians are fond of pointing out, the territory's people had no direct influence over the way they were governed."
train_107570,0,World,Rebels return to 'cleared' areas,Rebels return to 'cleared' areas,"In Fallujah, US forces are going through 50,000 houses one by one. But insurgents are coming back.","In Fallujah, US forces are going through 50,000 houses one by one. But insurgents are coming back."
train_116925,0,World,Blunkett is expected to resign,Blunkett is expected to resign,"Home Secretary David Blunkett is expected to quit on Wednesday, BBC political editor Andrew Marr has said. The news comes amid claims he misused his office to fast-track a visa for his former lover #39;s nanny.","Home Secretary David Blunkett is expected to quit on Wednesday, BBC political editor Andrew Marr has said. The news comes amid claims he misused his office to fast-track a visa for his former lover's nanny."
train_086336,0,World,Cricket: Warne back to face NZ,Cricket: Warne back to face NZ,Australia's Darren Lehmann and Shane Warne return to take on New Zealand.,Australia's Darren Lehmann and Shane Warne return to take on New Zealand.
train_025040,0,World,Copter crash kills cleric,Copter crash kills cleric,"ATHENS -- The Christian Orthodox Patriarch of Alexandria was killed yesterday after an army helicopter transporting him and his entourage to a monastic enclave in northern Greece crashed into the sea, according to government and church officials.","ATHENS -- The Christian Orthodox Patriarch of Alexandria was killed yesterday after an army helicopter transporting him and his entourage to a monastic enclave in northern Greece crashed into the sea, according to government and church officials."
train_084272,0,World,Jitters before assault wearing on soldiers,Jitters before assault wearing on soldiers,"NEAR FALLUJAH, Iraq -- The hulks of the 69-ton M1A1 Abrams tanks were barely visible on the dark desert plain, but the rumble of their engines filled the night.","NEAR FALLUJAH, Iraq -- The hulks of the 69-ton M1A1 Abrams tanks were barely visible on the dark desert plain, but the rumble of their engines filled the night."
train_078254,0,World,Anwar supporters defy police ban to welcome him home to Malaysia,Anwar supporters defy police ban to welcome him home to Malaysia,KUALA LUMPUR : Hundreds of supporters defied a police ban to welcome former deputy prime minister Anwar Ibrahim at the airport on his arrival home after back surgery in Germany.,KUALA LUMPUR : Hundreds of supporters defied a police ban to welcome former deputy prime minister Anwar Ibrahim at the airport on his arrival home after back surgery in Germany.
train_107465,0,World,Court Votes to Strip Pinochet of Immunity,Court Votes to Strip Pinochet of Immunity,An appeals court ruled Thursday to strip former dictator Gen. Augusto Pinochet of immunity from prosecution for a 1974 car bombing that killed an exiled Chilean general and the man's wife.,An appeals court ruled Thursday to strip former dictator Gen. Augusto Pinochet of immunity from prosecution for a 1974 car bombing that killed an exiled Chilean general and the man's wife.
train_038479,0,World,Hurricane Jeanne Takes Aim at Florida,Hurricane Jeanne Takes Aim at Florida,"WEST PALM BEACH, Fla. - Hurricane Jeanne trekked westward Friday on a path that could lead to Florida's east coast by Sunday, setting off another round of storm preparations in a state still reeling from three earlier strikes...","WEST PALM BEACH, Fla. - Hurricane Jeanne trekked westward Friday on a path that could lead to Florida's east coast by Sunday, setting off another round of storm preparations in a state still reeling from three earlier strikes..."
train_089458,0,World,White House Rejects Trade Case Vs. China (AP),White House Rejects Trade Case Vs. China (AP),AP - The Bush administration on Friday rejected a request from 30 members of Congress that it bring a World Trade Organization case against China charging the Asian nation with manipulating its currency to gain unfair trade advantages against the United States.,AP - The Bush administration on Friday rejected a request from 30 members of Congress that it bring a World Trade Organization case against China charging the Asian nation with manipulating its currency to gain unfair trade advantages against the United States.
train_049803,0,World,It's October and It's Time for Playoffs!,It's October and It's Time for Playoffs!,Curt Schilling and Pedro Martinez are revved up. Roger Clemens and Roy Oswalt are rarin' to go...,Curt Schilling and Pedro Martinez are revved up. Roger Clemens and Roy Oswalt are rarin' to go...
train_014688,0,World,ONGC #39;s 10th acquisition abroad,ONGC's 10th acquisition abroad,"ONGC Videsh Ltd, the overseas arm of state-run Oil and Natural Gas Corp, has acquired a majority stake in an oil block in Australia.","ONGC Videsh Ltd, the overseas arm of state-run Oil and Natural Gas Corp, has acquired a majority stake in an oil block in Australia."
train_027992,0,World,Senate Wants Intel Chief With Budget Say (AP),Senate Wants Intel Chief With Budget Say (AP),"AP - The committee writing the Senate's intelligence reorganization plan is recommending creation of a strong national intelligence director with spending power, while leaving the Pentagon in charge of some military spy agencies.","AP - The committee writing the Senate's intelligence reorganization plan is recommending creation of a strong national intelligence director with spending power, while leaving the Pentagon in charge of some military spy agencies."
train_097242,0,World,Plan unveiled to ease Iraq debt,Plan unveiled to ease Iraq debt,Germany has unveiled an international plan to wipe out tens of billions of dollars of Iraqi debt so that the war-torn country can rebuild in earnest.,Germany has unveiled an international plan to wipe out tens of billions of dollars of Iraqi debt so that the war-torn country can rebuild in earnest.
train_076397,0,World,China Pledges Stable Policies,China Pledges Stable Policies," BEIJING (Reuters) - Chinese leaders closed a key economic  meeting on Sunday with pledges to maintain stable fiscal and  monetary policies in 2005 and keep a tight lid on fixed-asset  investment, state radio said.","BEIJING (Reuters) - Chinese leaders closed a key economic meeting on Sunday with pledges to maintain stable fiscal and monetary policies in 2005 and keep a tight lid on fixed-asset investment, state radio said."
train_019650,0,World,"At least 90 dead, 77 missing in China rainstorms","At least 90 dead, 77 missing in China rainstorms","BEIJING : At least 90 people were killed and 77 were missing in torrential storms lashing southwest China, disaster relief officials said.","BEIJING : At least 90 people were killed and 77 were missing in torrential storms lashing southwest China, disaster relief officials said."
train_057225,0,World,Nigerian Unions Launch Strike But Oil Exports Flow,Nigerian Unions Launch Strike But Oil Exports Flow,"Unions began a four-day strike against rising fuel prices in Nigeria on Monday, helping drive world oil prices to record highs even though shipments from Africa #39;s top producer were unaffected.","Unions began a four-day strike against rising fuel prices in Nigeria on Monday, helping drive world oil prices to record highs even though shipments from Africa's top producer were unaffected."
train_031637,0,World,US bolsters force for Afghan poll,US bolsters force for Afghan poll,"The US is to send up to 1,100 extra troops to Afghanistan to provide security for next month's elections.","The US is to send up to 1,100 extra troops to Afghanistan to provide security for next month's elections."
train_011518,0,World,Iraqis flock to shrine after deal,Iraqis flock to shrine after deal,Thousands of Iraqis walk through Najaf to the city's great shrine as a peace deal takes effect.,Thousands of Iraqis walk through Najaf to the city's great shrine as a peace deal takes effect.
train_009093,0,World,Italian troops  #39;to stay in Iraq #39;,Italian troops 'to stay in Iraq',"Italy says it has no intention of withdrawing its 3,000 troops from Iraq in the face of demands from kidnappers who have seized an Italian journalist.","Italy says it has no intention of withdrawing its 3,000 troops from Iraq in the face of demands from kidnappers who have seized an Italian journalist."
train_033395,0,World,Concert blast investigated,Concert blast investigated,"ISTANBUL, Turkey Turkish authorities say a grenade might have caused last night #39;s explosion that injured at least 13 people attending a pop concert.","ISTANBUL, Turkey Turkish authorities say a grenade might have caused last night's explosion that injured at least 13 people attending a pop concert."
train_009826,1,Sports,Second Andre win in a row boosts US gold medal hopes,Second Andre win in a row boosts US gold medal hopes,"Andre Dirrell, fighting with a tattoo of his grandfather #39;s face on his back, assured the United States of at least two boxing medals Wednesday by narrowly beating Cuba #39;s Yordani Despaigne to advance to the Olympic middleweight semifinals.","Andre Dirrell, fighting with a tattoo of his grandfather's face on his back, assured the United States of at least two boxing medals Wednesday by narrowly beating Cuba's Yordani Despaigne to advance to the Olympic middleweight semifinals."
train_090500,1,Sports,NFL Game Summary - Kansas City at New Orleans,NFL Game Summary - Kansas City at New Orleans,"Tight end Tony Gonzalez caught six passes for 71 yards for the Chiefs, who have scored 38 points on their initial drive of the game this season...Safety Jay Bellamy and Fakhir Brown each made nine tackles for the Saints, whose last home win over Kansas ","Tight end Tony Gonzalez caught six passes for 71 yards for the Chiefs, who have scored 38 points on their initial drive of the game this season...Safety Jay Bellamy and Fakhir Brown each made nine tackles for the Saints, whose last home win over Kansas"
train_094586,1,Sports,Team as we know it is history,Team as we know it is history,"The news comes fast and furious. Pedro Martinez goes to Tampa to visit George Steinbrenner. Theo Epstein and John Henry go to Florida for their turn with Pedro. Carl Pavano comes to Boston to visit Curt Schilling. Jason Varitek says he's not a goner. Derek Lowe is a goner, but he says he wishes it could be different. Orlando Cabrera ...","The news comes fast and furious. Pedro Martinez goes to Tampa to visit George Steinbrenner. Theo Epstein and John Henry go to Florida for their turn with Pedro. Carl Pavano comes to Boston to visit Curt Schilling. Jason Varitek says he's not a goner. Derek Lowe is a goner, but he says he wishes it could be different. Orlando Cabrera ..."
train_100956,1,Sports,Colts carry hot streak into Detroit,Colts carry hot streak into Detroit,"The Indianapolis Colts have been on the fast track since October gave way to November. Thursday in Detroit #39;s Ford Field, they #39;ll share the traditional Thanksgiving Day ","The Indianapolis Colts have been on the fast track since October gave way to November. Thursday in Detroit's Ford Field, they'll share the traditional Thanksgiving Day"
train_011500,1,Sports,NCAA denies reinstatement request for Mike Williams,NCAA denies reinstatement request for Mike Williams,"The NCAA refused to reinstate Southern California All-American Mike Williams on Thursday, leaving the star receiver unable to rejoin the top-ranked Trojans after being shut out of the NFL draft by the courts.","The NCAA refused to reinstate Southern California All-American Mike Williams on Thursday, leaving the star receiver unable to rejoin the top-ranked Trojans after being shut out of the NFL draft by the courts."
train_034304,1,Sports,"Cubs, Marlins Split","Cubs, Marlins Split","The Cubs briefly lead the NL wild-card standings after winning the first game of a doubleheader with the Marlins, but lose the sceond.","The Cubs briefly lead the NL wild-card standings after winning the first game of a doubleheader with the Marlins, but lose the sceond."
train_020524,1,Sports,"Mutombo says he #39;s being traded to Rockets; will back up, mentor &lt;b&gt;...&lt;/b&gt;","Mutombo says he's being traded to Rockets; will back up, mentor ...","Dikembe Mutombo, 38, has agreed to a sign-and-trade deal that will send him from the Chicago Bulls to Houston in exchange for Eric Piatkowski, Adrian Griffin and Mike Wilks, the Houston Chronicle reports.","Dikembe Mutombo, 38, has agreed to a sign-and-trade deal that will send him from the Chicago Bulls to Houston in exchange for Eric Piatkowski, Adrian Griffin and Mike Wilks, the Houston Chronicle reports."
train_031713,1,Sports,NL notables,NL notables,Montreal's Tony Armas Jr. was a late scratch for his start at Philadelphia because of tendinitis in his right shoulder.,Montreal's Tony Armas Jr. was a late scratch for his start at Philadelphia because of tendinitis in his right shoulder.
train_046397,1,Sports,It #39;s on to LA for the Giants,It's on to LA for the Giants,"Bee Staff Writer. SAN DIEGO - The San Diego Padres returned the favor, and the playoff-chasing Giants gladly accepted it before a disappointed record crowd of 45,389 at Petco Park.","Bee Staff Writer. SAN DIEGO - The San Diego Padres returned the favor, and the playoff-chasing Giants gladly accepted it before a disappointed record crowd of 45,389 at Petco Park."
train_077751,1,Sports,Yankees Seek to Keep Pitcher Jon Lieber (AP),Yankees Seek to Keep Pitcher Jon Lieber (AP),"AP - After watching their starting pitchers struggle for much of the season, the New York Yankees would like to bring Jon Lieber back for 2005.","AP - After watching their starting pitchers struggle for much of the season, the New York Yankees would like to bring Jon Lieber back for 2005."
train_043869,1,Sports,Chelsea v Porto,Chelsea v Porto,Defender Wayne Bridge is in contention for Chelsea after missing the weekend win at Middlesbrough due to a knock suffered in the draw against Tottenham.,Defender Wayne Bridge is in contention for Chelsea after missing the weekend win at Middlesbrough due to a knock suffered in the draw against Tottenham.
train_090073,1,Sports,Badgers fans hyped about teams undefeated season,Badgers fans hyped about teams undefeated season,"Never in the University of Wisconsin football programs 115-year history have the Badgers been 10-0. That could happen today in East Lansing, Mich.","Never in the University of Wisconsin football programs 115-year history have the Badgers been 10-0. That could happen today in East Lansing, Mich."
train_013413,1,Sports,"Brown Struggles Early, but Yankees End It Fast","Brown Struggles Early, but Yankees End It Fast","Kevin Brown flirted with danger in the early innings, allowing the Blue Jays to take a 4-0 edge before the Yankees finally solved the Toronto lefthander Ted Lilly.","Kevin Brown flirted with danger in the early innings, allowing the Blue Jays to take a 4-0 edge before the Yankees finally solved the Toronto lefthander Ted Lilly."
train_064988,1,Sports,She #39;s Archie in doubt for cup,She's Archie in doubt for cup,Last year #39;s Melbourne Cup runner-up She #39;s Archie is in grave doubt to take her place in this year #39;s field after missing trackwork yesterday morning because of  quot;general soreness quot;.,Last year's Melbourne Cup runner-up She's Archie is in grave doubt to take her place in this year's field after missing trackwork yesterday morning because of quot;general soreness quot;.
train_061204,1,Sports,Bentley comes home just ahead of NE-10 crowd,Bentley comes home just ahead of NE-10 crowd,"The Northeast-10 Conference race is entering the final third of the season, and the four teams atop the standings are separated by just a half-game.","The Northeast-10 Conference race is entering the final third of the season, and the four teams atop the standings are separated by just a half-game."
train_058910,1,Sports,Brazilian striker dies during Indian club match,Brazilian striker dies during Indian club match,Brazilian striker Cristiano de Lima Jr died yesterday after collapsing on the field during a domestic club tournament in the southern Indian city of Bangalore.,Brazilian striker Cristiano de Lima Jr died yesterday after collapsing on the field during a domestic club tournament in the southern Indian city of Bangalore.
train_114497,1,Sports,Turnovers cost Bengals in tough loss,Turnovers cost Bengals in tough loss,"To beat the defending Super Bowl champion New England Patriots anywhere, let alone at Gillette Stadium, it takes a spotless effort.","To beat the defending Super Bowl champion New England Patriots anywhere, let alone at Gillette Stadium, it takes a spotless effort."
train_056949,1,Sports,Yankees beat Twins 6-to-5,Yankees beat Twins 6-to-5,The New York Yankees beat the Twins 6-to-5 Saturday to advance to the AL Championship. They will play the Boston Red Sox. Ruben Sierra hit a three-run homer in the eighth inning.,The New York Yankees beat the Twins 6-to-5 Saturday to advance to the AL Championship. They will play the Boston Red Sox. Ruben Sierra hit a three-run homer in the eighth inning.
train_106105,1,Sports,Brockton has its lines down pat,Brockton has its lines down pat,Brockton reached the postseason by controlling the line of scrimmage and it wasn't about to change its game plan.,Brockton reached the postseason by controlling the line of scrimmage and it wasn't about to change its game plan.
train_061207,1,Sports,Spotlight shines on quarterbacks,Spotlight shines on quarterbacks,"They couldn't be more different. One is the prototype quarterback, seemingly built using the create-a-player function from a video game, standing tall in the pocket and firing laser beams across the field.","They couldn't be more different. One is the prototype quarterback, seemingly built using the create-a-player function from a video game, standing tall in the pocket and firing laser beams across the field."
train_071417,1,Sports,Ravens - Bills: Game Notes,Ravens - Bills: Game Notes,"COMPOSED: With Lewis serving the first game of his two-game suspension for violating the NFL substance-abuse policy, Chester Taylor was effective and decisive in his debut.","COMPOSED: With Lewis serving the first game of his two-game suspension for violating the NFL substance-abuse policy, Chester Taylor was effective and decisive in his debut."
train_016039,1,Sports,Report: Pennington Set to Sign Extension with Jets (Reuters),Report: Pennington Set to Sign Extension with Jets (Reuters),Reuters - The New York Jets and\quarterback Chad Pennington are close to a deal that would make\the quarterback the highest- paid player in franchise history.,Reuters - The New York Jets and quarterback Chad Pennington are close to a deal that would make the quarterback the highest- paid player in franchise history.
train_033769,1,Sports,Fiddling while Madrid burns,Fiddling while Madrid burns,The extraordinary news that Jos Antonio Camacho offered up his resignation on the Sunday after the Espanyol defeat was a fitting end to a fascinating week in La Liga.,The extraordinary news that Jos Antonio Camacho offered up his resignation on the Sunday after the Espanyol defeat was a fitting end to a fascinating week in La Liga.
train_032308,1,Sports,Nebraska holds on for victory,Nebraska holds on for victory,Nebraska capitalized on four Pittsburgh turnovers and batted down a pass in the end zone on the game's final play yesterday to preserve a 24-17 win in the first meeting of the teams since 1958.,Nebraska capitalized on four Pittsburgh turnovers and batted down a pass in the end zone on the game's final play yesterday to preserve a 24-17 win in the first meeting of the teams since 1958.
train_038967,1,Sports,Ricky Must Pay,Ricky Must Pay,"An arbitrator ruled yesterday that tailback Ricky Williams, who retired just before training camp, must repay the Dolphins \$8.6 million.","An arbitrator ruled yesterday that tailback Ricky Williams, who retired just before training camp, must repay the Dolphins $8.6 million."
train_091095,1,Sports,Lehmann gives evidence at hearing into Hookes #39; death,Lehmann gives evidence at hearing into Hookes' death,Darren Lehmann gave evidence Monday at the committal hearing of a man charged in the death of former international cricketer David Hookes.,Darren Lehmann gave evidence Monday at the committal hearing of a man charged in the death of former international cricketer David Hookes.
train_061891,1,Sports,Rescue mission for The Rocket,Rescue mission for The Rocket,"Not that the Astros were tight heading home down 0-2 to the Cardinals, but knowing Roger Clemens would be taking the mound for Saturday #39;s Game 3 of the National League Championship Series had to be a comforting thought.","Not that the Astros were tight heading home down 0-2 to the Cardinals, but knowing Roger Clemens would be taking the mound for Saturday's Game 3 of the National League Championship Series had to be a comforting thought."
train_014622,1,Sports,Boxing: Khan will keep feet on ground,Boxing: Khan will keep feet on ground,TEENAGE boxing sensation Amir Khan punched is way to an Olympic silver medal yesterday - then worried about his homework and passing his driving test.,TEENAGE boxing sensation Amir Khan punched is way to an Olympic silver medal yesterday - then worried about his homework and passing his driving test.
train_086376,1,Sports,No Urban renewal for fading Notre Dame,No Urban renewal for fading Notre Dame,"NEW YORK - When Notre Dame fired Tyrone Willingham earlier this week, there was a strong feeling among certain influential Board of Trustees members that the university had to move immediately or risk losing coveted Utah coach Urban Meyer to another school ","NEW YORK - When Notre Dame fired Tyrone Willingham earlier this week, there was a strong feeling among certain influential Board of Trustees members that the university had to move immediately or risk losing coveted Utah coach Urban Meyer to another school"
