text_hash,representative_row_id,removed_row_id,label,label_name,title_clean
532daa405566c62071e52d5af9b3d82b1468fa0a40600d591bf4d0fde590bb4f,train_028083,train_028090,1,Sports,No airing of the pairings
53834938f3e95ac545b5fb872367f6a60b6f67a95788196500df728649f053d5,train_090654,train_091122,1,Sports,Top-Ranked USC Beats UCLA to Finished Season Undefeated
53b9ccf0fde0a5477b75a19ea606cee14a451abf41661d5356bd0f921858d232,train_003455,train_005646,3,Sci/Tech,Mars Rover Finds Mysterious Rocks and More Signs of Water
53dae062035a6f50a489dd3567e62d0c7900df14f4a50cb92bbc61950962e189,train_010833,train_011041,2,Business,US Weekly Jobless Claims Rise
54a5b93c82f086ca8d81f957a5859fd182ccc679aa330294beb2721fbc8222f4,train_035433,train_035451,2,Business,Home building surges
55bd714d4292ff122bb769d42c790d39542d80b69122bdd4f07c5c176ec40c31,train_012986,train_013107,1,Sports,Birgit Fischer Wins Second Medal in Kayak
5784797c252419c61dc2cdead7e53e29a47ac54d5f7a8400027c36475956a83d,train_004987,train_006404,0,World,Peres demands early Israeli elections
58a963e3e7aff41f07fcec19fc96cb461ef6b8e30277d6fea021b939de487151,train_044732,train_044742,2,Business,IBM will settle part of pension lawsuit
59374b9c873209307c5c8cc60d4818f510516b8e442af50d647e50c3f2f4ce8a,train_005028,train_006109,3,Sci/Tech,RealNetworks Doesn't Rock
5a52b6f49a24dd2698776634d7edf3d222a3b36510e33ffb4c69820018c810ea,train_107264,train_108957,3,Sci/Tech,REVIEW: Music player measures running pace
5c7330db66cbfbee50f8b24a2c3dc568404ccc8656656535c3a7f0a91aed5d87,train_107523,train_107599,3,Sci/Tech,Apple Launches iTunes Music Store in Canada
5c861bab0bdc5937b81aa74ca1ea07c430ffcb0fe780d1a475b3fdc50d7e815a,train_081334,train_081757,3,Sci/Tech,Scientists close in on source of cosmic rays
5e6628e63d7f9b5d1035ed73cda64a70e3cd00df2b970563a646479c0c6406f1,train_093191,train_093255,2,Business,GM to Close Van Factory In Baltimore
5e791eaca5334c27b236eabab1871e5318c087630bc0dc5763299f7aa02e2460,train_005134,train_005160,2,Business,Dollar Up Vs. Most Except Yen
5ee135eca49c0b478ed9be1b8511fb53181733e6502bc2a1bbf879d60edd9b16,train_015007,train_015165,3,Sci/Tech,San Francisco sues Microsoft
5f2ddaa9c819ced13eaaea36e6182bb85bfc185ac3d5857ca54d6cfc31fb54fd,train_086837,train_087769,0,World,Thousands in Kashmir Protest Alleged Rape
607d7c50fa338ec9b371c3022bf6e1549e56cf2d6d2775ea7d853d7828507130,train_064352,train_064394,2,Business,Barcelo Crestline to Acquire Missouri-Based Hotel Group
6103a693e39044e3063502e4e00985ca30d7374c5a4550e327e0b1ed5bdbe24d,train_031343,train_031357,1,Sports,Rangers Reliever Francisco Suspended for Season
62088c42cdef3d4a9f6c5e1ba5d5b3dc0e35dcb0f8f6c23c335e4d1999df7ecc,train_005009,train_006770,3,Sci/Tech,Web sites agree to be accessible to blind
64d68f56e9a83b990d5e15b1c311092836bd2934fca0ec276c6f88a5177997ab,train_094478,train_094517,2,Business,"Dulles, BWI Consider Security Shift"
665e27b5a795d444bf860638ea2602747b3b43eb54700f5a723c6f7144a343d3,train_104214,train_104770,2,Business,Retailers Seen Posting Modest Nov. Sales (Reuters)
66f9089af25c4d523d4fcf639d28182f121210ca1f15c7cdc82f62cc3a7ac86b,train_113511,train_113513,0,World,Grenade kills two at Colombo Bollywood concert (Reuters)
67fd06378d5fcb46dfc499889325729882eac8bab98a34226726bee381fcd2cc,train_072204,train_073021,1,Sports,Fish Beats Hernych at St. Petersburg
6cf85e2255e635f61d1f3178ae9dc7f1b9780dee7fe38a33204ce24855dc923a,train_044523,train_044537,0,World,Italian Officials Dispute Reports of Ransom
6d22dc498470bd438cf7c7c74762c422445895bfb3d39d83cfd8da9fd1f7e123,train_108780,train_109017,2,Business,Boeing Changes Management in Key Division
6e6111299edf0101a12279ef51b51251ecc00ee5117548bac53703b76f17ec9e,train_023170,train_023300,0,World,Ritter Family Files Wrongful Death Suit
6e6303615a7db2db05f5ae545c7444318c4e35340b73d202af041ac145519f0f,train_004210,train_006239,3,Sci/Tech,AT amp;T strikes VoIP deals with cable
6fac2e75f3cbb4faa7567cd3283ce28417ffbc14efe1d39f7de1a28e0460d3f5,train_025201,train_026454,3,Sci/Tech,IBM Triples Transistor Performance with Germanium
6ffc3824734bf9c370884ee58b3aecb0e87c0509719f87cee6a69d90198514d3,train_050638,train_050729,1,Sports,Earnhardt Bounced from Top Spot in NASCAR Standings
70f3e92115b2b767df53e4bac8f4067e51f3ec1acdbf5f3629acf3c899c15779,train_112162,train_112283,3,Sci/Tech,Microsoft Helps in Bogus Degrees Case
7158028345abad11d4e3294546b1c74e70e8f3b411b88b20756d615aa1d48632,train_083426,train_083433,1,Sports,Fifth-Ranked Wisconsin Beats Minnesota
727763daf3a6221515e2b782795b1fbc4277026df2edc81277feacb409ab1bbd,train_118655,train_118679,2,Business,"US Airways, Flight Attendants Closer to Deal"
729620f1438eb320e281b71280eb65e1d1f08c68339598b72520d8e12e3f12d9,train_101460,train_102090,3,Sci/Tech,Chicago to Sell City-Related Items on EBay (AP)
735c1d0719b0213dc4b9ed10ef4c6750b3b2541be5a3ed69d6f7291b9900c068,train_003512,train_003550,1,Sports,AL Wrap: Santana Solid on Mound as Twins Beat Yankees
73ee8775239a4d55c1b3a7e03c1150e09dfdf6ae5ac30a2bbff12712307a8e54,train_090102,train_090955,3,Sci/Tech,Microsoft's Search Falls Far Short of Google's
7478b11cd8c7362dc0103794796b826218ca4596ff6f677531e453cf2d3e8346,train_066753,train_068708,3,Sci/Tech,Review: Local PC Search Not Perfect (AP)
77626e89c4333708d0e427dafd34105612b1462f2e9806e9784ebaa4517ef5af,train_004024,train_006388,3,Sci/Tech,Seiko Epson Develops Micro Flying Robot
7b1c97c44feefbbb5c571a204ba5d29d5ee908cc434c45026f5a0b2df814cf17,train_053724,train_054396,3,Sci/Tech,Mars Rovers Probing Water History At Two Sites
7c55486cc6d59fe56e1bcf5e825139f01fecc5116cf6cefce4467723a66180c6,train_039624,train_039632,0,World,"Storm's Toll Rises To 1,500 in Haiti"
7fb64573fef1124b155ed086d2aa72b0f1aaaf47aa37a844c715463faba6814b,train_001397,train_001495,2,Business,Housing Starts Rebound Sharply in July
7ff3ff7d40a41d947da9d7ac71276010d72de567ecb19bbef1f0d228e7987401,train_001935,train_001965,0,World,Blast in Gaza Home of Hamas Man Kills 4 - Medics
804df274999ef032cc77d189df3b5f2081f0ee51d1ab3921e468c8236f3d1d51,train_058804,train_114421,3,Sci/Tech,Icelandic Tin Bath Could Give Earthquake Warnings (Reuters)
82e6b71aff573abf60e4983270053bd70b1d99392de6e8ebc45e878a76727a60,train_004551,train_005982,2,Business,US Airways asks pilots for 16.5 cut in pay
83346d6428ae65ef90874afbdd515379e1363cee7c7fb49a400932b85b93b9af,train_085323,train_085355,1,Sports,NBA Wrap: Mavericks Come Back to Beat Golden State
867430a3ce140cd22534b680bf503c7e315920ae741404d3b9c1b5e26ffa914d,train_095871,train_095886,1,Sports,NFL's strong-arm tactics smack of censorship
87f3775990a40d13bbc9423c01fd415736b2e47b3ddf45ed10ce785517b1fa1d,train_111184,train_111371,2,Business,Weekly Jobless Claims Rise Again
8809d0280b3bf5ec87469f7c7c08a245fd31e24c607e15e476f07b9d2d019657,train_003042,train_003071,0,World,Cleric Who Died in Pakistan Custody 'Tortured'
8886baeac4d5cd838e3d1f4f146dca5d195f7bf61b4ca72006edf10172cefe79,train_086533,train_086609,1,Sports,O'Neal is turning up the Heat
894f79d400158277b974dcfc31924ef410dcd033d637bfbb2bb835aea0281c3c,train_107706,train_107780,2,Business,US Construction Spending Down in Nov
89d9ea5653c289bad8c3c50ddd6162de0ecf55ae64c528ee3f5e8bc0579d3ba8,train_003788,train_061449,3,Sci/Tech,'e-Junk' Recycling Still in Its Infancy (AP)
8da20c3698aa94e8cc74b1fb12554eec705374c0afacdb56c929370a8dd610fc,train_100705,train_100736,3,Sci/Tech,JFK Reloaded Game Causes Controversy
8de49c90ad1bc87ba2172534e8781f3c50e7b3067771f9aa0dc85cdecf38a643,train_002163,train_003453,2,Business,"Production Grew, Prices Fell in July"
8f98899b53cf2a1f1994742d717e8f02c2a906ebb763ed05d6f470fe7ae5b381,train_073939,train_073971,2,Business,Lockheed Martin Profit Jumps 41 in Quarter
90bd64a5172385f596e22776bfd95dc9c66e00ead4e0ed94a8666c5f69932347,train_114130,train_114445,3,Sci/Tech,AOL Creates Its Own Browsing Software
916f5f6c2f4621f0307c12f4ed88d4ce0eb3c9e091083b5bf832eea9adcb2c03,train_005505,train_005876,3,Sci/Tech,Moveon.org subscriber-data leaked through search
917c6b2a875e09f5e41ab606924138b9ac1b53e8a554c9b95b3988434d35f4af,train_004858,train_005795,3,Sci/Tech,Lindows halts stock release
924793b8b3b1fd9164ef647c11ca25935616d6b3b5afb110a729374bfd54e9dc,train_041816,train_041859,2,Business,Time Warner and Comcast Discuss Bid for Adelphia
931e4420186a6e01405ff6b52dff155cf6c378e4ee5b92ee3e5efe1bc5abf937,train_039462,train_039718,0,World,al-Qaida Aims to Disrupt Afghan Elections
9531df4eeb09dfad3dcae30784160b77acd6f805703ab53931c88f9f9ec2d38f,train_062422,train_062518,2,Business,What if a Sales Tax Were the Only Tax?
95405886bfb6b5ada8f0b1f3f6e353d6365a0debaa16b08253f3fef06447595e,train_106405,train_106545,1,Sports,Dolphins LB Thomas Out for Sunday's Game
959931cb7b314c4a4de5edf23e1175ea70d3785380d7af5361eee9b94b3bbfa1,train_110949,train_111068,2,Business,"Merck slashes '05 forecast, citing Vioxx"
969b821499a4f4e9fa5cd7b495a94f65e61580dd819d6b7f829802e1d3d51430,train_092094,train_092108,2,Business,Putnam cuts 100 more staffers
971b92cd422844972515df12ae77f916cc942427b11df50178d0fa0068e7740d,train_117072,train_117080,3,Sci/Tech,"Nintendo to Bring Music, Video to DS Game Machine"
9baa9d49f03a397d1fd57457175922870be9c1a7560cbf071c2a6cc8803017d9,train_083858,train_108833,2,Business,Pace of US job growth slows
9ca9d21059612f624db28eaeebe1cdeb5ca69fead5f9bcd3c3e034be5a9f2f7f,train_002111,train_002218,2,Business,"Fall Season Looks Solid for Retailers, but Holidays Could Be Another Story"
9d59e8ba0ceb59c088f0bea00ec7188f0936975ce601a03b27cd3bed2a575693,train_106087,train_106093,1,Sports,Giants ink Benitez to three-year deal
9d6db233daa474440e06cc2c9aa436a52bc1971d5940554d338f8d2f8df29a9c,train_003183,train_003201,1,Sports,American Hamm Claims Men's Gymnastics All-Round Crown
9f19229b99cbb9d987b9e4abccc83e0d93594f7da4c047328c9b311d430b8491,train_076354,train_078596,3,Sci/Tech,Voters Checking Out Other Sides' Sites
a14609247c5c7ddb086eeba728929a14ed39333d35cc8e30c6a6c408483d2708,train_083268,train_083759,1,Sports,Nuggets team up on Heat
a183e7b2ef42ce0bc521f55a9ce20d58f9e2aa3123de8d00052a3d2e68f0b0e1,train_003940,train_003956,1,Sports,Doping Casts Shadow Over Olympics -- Again
a29a3c413c4a517054a1dad015942658d9dfdfbf40ee9966cfc96ad3b1cbcbe9,train_051363,train_051598,1,Sports,Earnhardt fined for checkered language
a38254e5aed709383b8d4117380cc6b3f712fb44c009f75a04d20c46e03f0701,train_001673,train_001686,3,Sci/Tech,Microsoft readies Host Integration Server 2004
a3a544b2584125f789acef0f7f4eccb7e32694a99e48f61a9d92cfd570139b5c,train_073175,train_073600,3,Sci/Tech,PluggedIn: the OQO Is Not Just Another Handheld Device
a44aa8549cda279cc675bf41f1715fae6ad6ea8be62149b55b7cc0e50cf5f4ae,train_047827,train_047841,1,Sports,Brock Berlin Guides Miami (Fla.) Past Georgia Tech
a894cd872f481ac7447b54a3ee6c672a091651943bfc7a91fc2a4509fe913b55,train_001429,train_001488,2,Business,Last Call for Investors to Bid on Google
a92787f84c08f9e2f8d69cdfc07426bd3a3a508e879e046f4f7aa5e77927d43d,train_053622,train_054352,3,Sci/Tech,Microsoft Looks to Expand Windows at Home
a9960e5c25f2b4329290f20e3e65a4abeb42fe428e038f11378a4990b08f0968,train_095120,train_095225,3,Sci/Tech,Duffield: Oracle's skewing facts on stock sales
a9c4df8096093b0f95b3b2e82d25dc3efa81c6166d9e3875451b78b1e4fb3443,train_089184,train_089438,1,Sports,Pacers' Artest Back in the Lineup
adae548e68ea56594be7d08e7d1d16db589807e09842adbd98897752d8b1cb19,train_052588,train_053305,2,Business,"Finally, A Boeing-Airbus Showdown"
b03ffd2f27d97bc3cc4e5b76cd1307f739177ebf3f2efc2aa518187bb730362e,train_044003,train_045305,3,Sci/Tech,Electronic Back-Seat Driver System to Be Tested
b375af3859ddcd73fb31a0ce477fb7ba43f7ba2a6d97f7258150a7da76ee6adf,train_005314,train_005424,3,Sci/Tech,'Doom 3' Game Unlikely for Xbox This Year - id CEO (Reuters)
b38488d4425a423a1b3e4ae37e1fb12dc095108c26e62d052ab3306d0d9ff2a8,train_052279,train_052301,3,Sci/Tech,Is XP's Fix Safe?
b3cf82e7fca100d09f1554bd866dabe640adca6dafc2899f19461afb7797e5a4,train_053876,train_053903,1,Sports,Furcal Shows No Leniency for Astros
b4cc235441edad704cde3c5541c76d6104cfaa5c9804d76a3874e4a39d1e6be1,train_004860,train_006380,3,Sci/Tech,EA game 'Madden' tops 1.3 million first week
b5859abeef64f700d4f0166e87b35c691744c601f1356ce6c8a67acd87cdc1e0,train_048037,train_048750,2,Business,Don't bank on double-digit returns from funds
b65b12b4704af7996d969c601ce8b04a0406792059606d67e111f4927115cfff,train_024410,train_025670,3,Sci/Tech,Scientists Think Data From Space Capsule Can Be Salvaged
b668a63e8e94a7df1d059a4a5393f0b1dcb5d0d06a73022024d3b4230a496eac,train_043823,train_043895,0,World,Official: MLB to Move Expos to Washington
b6f04245ba92cd229b3971816407ee1d4af5d04870b83c6dce8f17ed4158814a,train_045137,train_048230,3,Sci/Tech,SanDisk flashes new memory cards
b83364eb157a4542789e773626c14a5f0827cdb3ec8fb68fa099ac4b14ad99c2,train_005309,train_005343,0,World,IRS: Rose Owes Nearly $1M in Unpaid Taxes
b98f8d0767448f1a9065a1c483323e57b8014ef01af1805b46e1f8d0e0250a24,train_001552,train_001568,0,World,"Sharon Allows 1,000 More Settler Homes in West Bank"
b9f7a75f326ceaf8c3c387aed76705b03db95fe2451995cf13a1f9021cb412b4,train_044278,train_044637,3,Sci/Tech,Agere Adjusts For Soft Demand
bab743266831c572faa108e557286f39a8a95f7e48246bfe2a8d16b452c68edf,train_067915,train_071443,3,Sci/Tech,Ancient baby bird fossil found in China
bcf90fa8dd6e3d73c541e648b9dc319a12fbb5790e6ec2485e38de99f49c8c45,train_014212,train_014560,2,Business,Wall Street Plays Party Host
be79650ac311922770c5418d398b6240dfb088ef3faa939c4f7d93bc6007787d,train_004526,train_006076,2,Business,Nortel Will Cut Workforce by 10 Percent
bece663253cbd003925931858fac612b36260041fe4f8adf90456a80795560ab,train_062602,train_063329,3,Sci/Tech,Do Good! Win a Prize!
c15b40e72bf918847e52c9f508da182bf96a32b598bb21d7130ecebb0df69abc,train_024681,train_024715,1,Sports,Notre Dame Upsets No. 8 Michigan
c22d4d4a48d14c18ddd2059c6708af9dd24db6b4811aa6fbaf976fb38efd88e1,train_005499,train_005696,3,Sci/Tech,IE Flaw Affects Windows XP SP2 Systems
c35871c5ceb1f7a32c19628f01aaaaa6a9fa6e25efb3bd6d30b7d58ee048762f,train_025847,train_025955,0,World,Australians 'kidnapped' in Iraq
c450f2f4603e58ee7fb249835b0677e6123d40c90d47950ff60eb78e87abfc56,train_032100,train_032212,1,Sports,"Pouring It on, Yanks Cool Off Sox"
c570e6e0ee8912fb969fa05dccdede1303a7bfeff1c103eefe52f8ebb72e1ea7,train_069879,train_069905,1,Sports,Ohio State Routs Indiana
c5fcad4c345b26f84a12e11876de099c3c0918a0d9254dedb199feadcf3f94d4,train_071809,train_071814,3,Sci/Tech,'Grand Theft Auto' Seen Breaking Games Sales Record
c6d10662e85298eaf668246646852641350a9b71c7df7392ef3f3f7cb68988bd,train_005287,train_009266,2,Business,Fact and Comment (Forbes.com)
cd83a9d0acceb6b8121eef12dcdd155872bc50e664c4cf58ac13109f08c1dac2,train_002256,train_002270,1,Sports,NL Wrap: Walker Grand Slam Helps Cards Beat Reds Again
cf137edea9d2881e7980b01f050bef407eb51a020b2fe95b12e904aac7684d7a,train_119204,train_119220,2,Business,Lilly Warns Doctors on Strattera Use
d0bf7c27448053811a140c0a794b6203c8ae821993cec0ed64e281dd7c5baeee,train_070289,train_070301,1,Sports,Bulldogs snap out of slump
d134b470ed63f1124d86649ed99aa5d4e8e0b300f51a766d1fa4ca00878e2753,train_115607,train_115658,2,Business,Trade Deficit Swells to Record $55B
d23f06cac0f8e5f1ab832e9c3654e2a447ae3ee5a40f5f3b19b41aaf12aaa9be,train_002779,train_002810,2,Business,Google Slashes IPO's Size
d2701cecba5fa03259f1b3bd1783bd3a65f8c55fd8a504d55ccf4462aeef73ed,train_004137,train_004227,0,World,S.Korea's Ruling Party Head Resigns on Father's Past
d3b5013e416790426495ddfe3b586ea8961ab370291bcbdb9a6353372d04d6a6,train_046431,train_046769,3,Sci/Tech,Microsoft tests MSN Messenger 7.0
d412c5caf752c757e5c26cc12c8da083411aa311eac7803b0c9e75c20d2b17ee,train_015455,train_015682,3,Sci/Tech,AMD demos first dual-core processor
d4a19286c32efbf78065fc527456b54c0e2a546eba275206e1da3487ce475bad,train_014749,train_014804,0,World,Sharon to Present Gaza Timetable to Mutinous Party
d4a729f3e11204fd9f5050d66280d2d58deef72a7e07447e0fa480da2f7762fc,train_072368,train_072400,3,Sci/Tech,Cassini set to pierce moon's haze
d4d86933f9ef27e9ad371183c9c9408fd811bd71f1bf2c49e383f7d9fe5b18cf,train_003929,train_003949,2,Business,Oil Sets Record as New Violence Flares in Iraq
d806a4707172000160afce64b43140ec2c37d515f16998053d11556edc664496,train_089832,train_089883,3,Sci/Tech,US to build wireless network for future warfare (AFP)
d9888e0955a37516fbbe337c5465c181c5f4d1d5c61ca1766e0bb3bf50f6468e,train_111611,train_111629,3,Sci/Tech,EU Wants to Make Internet Safe for Children
